thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T1060690,SpotifyCares,2) Suggests maybe that either adds or the menues themselves are the problem. Or maybe it loads multiple instances of the track,Can you fire over your account's email address or username via DM? We'll take a look backstage,2017-10-23 15:36:21+00:00,other,weak_keyword_rule
T1490739,Delta,"Got nothing but a tepid apology, this shit is unsavory in every way. Who’s got the best customer service. I’m headed your way smfh","Again, I am sorry for the delay. Delays are never part of our goal. Hopefully, we will be serving you under better circumstances.",2017-11-26 02:17:13+00:00,other,weak_keyword_rule
T716408,AppleSupport,why does my iPhone 6s keep turning off and showing this screen?,"We’d love to help. See our guide here: Let’s have you create a backup, disable notifications, and update the software to iOS 11.2. You could then enable notifications after updating. Send us a DM if we can help further.",2017-12-02 19:40:30+00:00,other,weak_keyword_rule
T2220847,AppleSupport,after updating to the latest software on my iPhone 6 I'm getting a lot of no service or searching. Never happened before. Solution??,Thanks for bringing this to our attention. We know how important it is to have service on your phone. Let us know if this helps:,2017-11-10 13:10:30+00:00,other,weak_keyword_rule
T664050,Uber_Support,Just a we are looking into the matter mail from and this for a customer who uses ur service daily! Time for change,Sorry for the delay. Please send us a DM with your email address with details so we can follow up.,2017-10-10 18:22:31+00:00,other,weak_keyword_rule
T2188612,Delta,"I hate when gives free bag check at the gate, and I pay since I'm planning ahead.","Hi Susan. I know that can be frustrating. We only check ""carry-on sized"" bags. Meaning, if they are the size where we know it would not fit, we do charge for the bag. I do apologize for the misunderstanding.",2017-11-09 18:43:35+00:00,other,weak_keyword_rule
T823572,AmazonHelp,Hey and did you know that the Hulu app on the Fire Stick makes the Stick crash EVERY.SINGLE.TIME? Can we fix this?,Hi Diana! Thanks much for letting us know. That does sound frustrating! What steps have you tried to trouble shoot the issue?,2017-10-12 23:51:31+00:00,technical_issue,weak_keyword_rule
T2336995,Uber_Support,brought me the wrong order 😭,"We're sorry to hear this, Nora. Please DM us your account email and the order details.",2017-10-20 04:28:00+00:00,other,weak_keyword_rule
T2442837,Uber_Support,"thats not it, he tipped himself",We're so sorry about that! Can you please send us a DM with your email address so we can assist?,2017-11-15 00:10:53+00:00,other,weak_keyword_rule
T850045,SpotifyCares,"catch-22 - the more I listen to DiscoverWeekly I dislike, the more I'll get of that.. Why don't we have a dislike button to rule out songs?",2: your Discover Weekly playlist won’t count towards future recommendations. Give us a shout if you need help with anything else,2017-10-20 16:31:20+00:00,other,weak_keyword_rule
T1132185,AppleSupport,"Yes it has. I also had issues last week of my phone randomly resetting itself for no reason. Happened twice while at the gym, music was on",Thank you for that information. Let's take a closer look in DM and continue working together there.,2017-10-24 15:28:29+00:00,other,weak_keyword_rule
T2126816,Delta,"is officially the worse airline ever. I can overlook the tiny crappy seats and half cans of water, but I would really like to know where my bag with all my stuff is. 😡 #badservice #crappydelta","Oh no! We are so sorry, Jennifer. Please let us help you find it, by calling our Baggage Service Center, at 1-800-325-8224.",2017-11-08 18:36:01+00:00,other,weak_keyword_rule
T2842767,Uber_Support,I’m not able to access my account and it’s been disabled please help,"Sorry about the trouble, Vishaul. Please DM us your email address so we can follow up immediately.",2017-11-27 17:26:07+00:00,other,weak_keyword_rule
T690495,Delta,Dearest You should read my survey response after the Roundtrip to Tokyo (HND). See for yourselves what took place on Flight 121 #Travel #CustomerExperience,"If you need any assistance, please follow/DM the details including your confirmation number.",2017-11-19 09:41:52+00:00,other,weak_keyword_rule
T2710995,Uber_Support,"Wow, , thanks for charging me that $5 cancellation fee, though my driver is the one who cancelled and refused to move around the block to pick me up. I'm exclusively now.","Here to help! Send us a note here, and our team will follow up.",2017-11-20 02:10:20+00:00,other,weak_keyword_rule
T828395,Delta,Love it when I board a flight and the flight attendent asks if i want my guitar in their closet 🖒🖒🖒 #deltakeepingmyguitarsafe,Gotta love it! Thanks for the shout out! 👐,2017-10-13 03:08:10+00:00,other,weak_keyword_rule
T2961910,Uber_Support,really disappointing food from itsu tonight. Delivered by in decent time but cold and hard by the time it arrived 😓,"Sorry for the trouble! Send us a note here, and our team will be in touch.",2017-11-29 20:59:29+00:00,other,weak_keyword_rule
T2278648,AmazonHelp,"hi Dear amazon people U please stop committing if u can't fulfill ur promises.... I have initiated a return for one of my purchases but nobody came to pick it after so many reminders n now u r saying that I should send it by courier at ur place, I mean why shou","I'm sorry about that, I’d like to help you with this. Please fill this form: and I’ll contact you at the earliest.",2017-11-11 19:10:33+00:00,other,weak_keyword_rule
T704760,SpotifyCares,"I’m running iOS 11 on my iPhone, the app didn’t respond couple times but now it’s working fine I don’t know what happed, thanks anyways ✌🏻",No worries! Feel free to reach back out if you notice any other issues. We'll be happy to lend a hand,2017-11-23 19:09:02+00:00,other,weak_keyword_rule
T1681756,AmazonHelp,"ayer y esta mañana lo de reiniciar funcionó, pero esta tarde ya nada de momento","Meri, por favor entra en contacto con Soporte al Cliente para que puedan verificar:",2017-11-06 17:36:00+00:00,other,weak_keyword_rule
T352771,AmazonHelp,Shame on #AmazonIndia fully paid order of 15 Sep 2017 still not delivered 8 Oct #frustrated #poorservice,I'm sorry about delay in delivering your order. Have you escalated this to our support team here: ?,2017-10-08 13:26:00+00:00,other,weak_keyword_rule
T1323542,AmazonHelp,Today morning they promised me saying product will get delivered to me by 1 pm (1/3),"As requested, please report this using the link shared and we'll look into this right away.",2017-10-18 08:19:00+00:00,other,weak_keyword_rule
T2048403,AppleSupport,iOS11 drains my phone’s power faster than the usual. WTF ? 🙄,"We’d like to help with your battery. DM us some details, such as the exact version of iOS and which iPhone, to get started.",2017-10-05 15:26:32+00:00,other,weak_keyword_rule
T1553456,SpotifyCares,"I've noticed I can't play Pearl Jam and The Killers anymore, on my phone and my laptop.","Hey Anthony! Are you getting any specific error messages when playing the tracks? If so, can you send us a screenshot of it?",2017-10-17 03:18:50+00:00,other,weak_keyword_rule
T1060567,AppleSupport,This new IOS update is awful my phone constantly crashes and freezes I can barely use it.When is this going to be fixed?!!?,Send us a DM and let us know what version of iOS 11 you're running. We'll go from there.,2017-10-23 13:07:54+00:00,technical_issue,weak_keyword_rule
T569627,SpotifyCares,"Hi folks, I temporarily saw an offer to get premium for 99GBP for one year but can't find it again. Can you send me a link of where I can access it as I am potentially interested? Thanks.",Hi there! Can you DM us your account's email address or username? We'll take a look backstage,2017-12-03 03:02:06+00:00,other,weak_keyword_rule
T1946320,Delta,"EVERY week, EVERY flight in/out of SBN is late. Impacting my work and personal life. Time to switch to going forward.","We would hate goodbyes, but I definitely understand your frustration. Let me know if I can be of any assistance.",2017-10-30 11:17:10+00:00,other,weak_keyword_rule
T2410642,Uber_Support,"Psst hey, wanna buy some processing capacity??",Thanks for reaching out. We're experiencing exceptionally high traffic on the platform from all the users excited about his promotional offer. We appreciate your patience!,2017-11-14 16:38:37+00:00,other,weak_keyword_rule
T335219,AmazonHelp,hallo mein Paket ist angeblich mit DPSTD zugestellt worden habe aber nix erhalten?? Wo steckt mein Paket??,Wir prüfen das gerne. Melde dich bitte beim Kundenservice über: Gruß,2017-10-07 20:46:00+00:00,other,weak_keyword_rule
T2206409,Uber_Support,I submitted it but didn’t see the option for my issue. I picked one and said my fair wasn’t adjusted.,We can definitely take a look! Send us a DM with your email address and details so we can follow up.,2017-11-09 23:47:36+00:00,other,weak_keyword_rule
T2010716,SpotifyCares,So disappointed with 🙁 I hope they attend to my urgent inquiry soon.,Hey there! We can chase this up for you. Could you DM us your 8-digit case # and your account's email address?,2017-11-05 04:49:08+00:00,other,weak_keyword_rule
T484042,Delta,"Kindly confirm me, DL7520 arrival time",The latest information that we have from Jet Airways is that DL7520 flight for today is scheduled to arrive into MAA at 12:40 am.,2017-12-01 17:31:07+00:00,other,weak_keyword_rule
T822830,Delta,"I flew into jfk a couple hours ago, the weather/turbulence was pretty intense.",We hear you sorry your flight was affected. Glad everything was okay.,2017-10-08 20:37:24+00:00,other,weak_keyword_rule
T2034281,SpotifyCares,"my discover weekly playlist is now 9 days old , and now i'm sad","Hey Martin, let's try turning your frown upside down! Could you DM us your account's email or username? We'll take a look backstage",2017-11-07 16:47:08+00:00,other,weak_keyword_rule
T1561935,AmazonHelp,Voice profiles too!,I've noted your comment and will be sure to forward this as a feedback internally. Thanks!,2017-11-04 10:25:34+00:00,other,weak_keyword_rule
T487861,AppleSupport,When is going to fix this issue with typing the letter “I”. It’s been madddd annoying for months now,"Good news. The issue was fixed in iOS 11.1.2. To update your iPhone, iPad, or iPod touch to the latest version of iOS, go to Settings > General > Software Update and tap Download and Install.",2017-12-01 16:07:00+00:00,other,weak_keyword_rule
T2760429,SpotifyCares,updating an expired card for a family plan. On the latest version of Chrome. OSX,Got it! Could you send us a DM with your account's email address? We'll take a look backstage,2017-11-21 05:20:33+00:00,other,weak_keyword_rule
T2045170,SpotifyCares,Please add this,"Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here:",2017-10-04 17:48:15+00:00,other,weak_keyword_rule
T592027,AmazonHelp,holy shirt 5 packages ordered from this week 4 of 5 have been late,"We're sorry to hear this! Definitely not the level of service we strive to provide. Have each of these orders missed the dates provided in the order confirmation e-mail? Let us know, we're here to help in any way we can!",2017-12-03 17:42:56+00:00,other,weak_keyword_rule
